"","X.1","X","EDCS.ID","publication","province","place","dating_from","dating_to","date_not_before","date_not_after","status","inscription","inscription_conservative_cleaning","inscription_interpretive_cleaning","material","comment","latitude","longitude","language","photo","partner_link","extra_text","extra_html","raw_dating"
"545",3079,3079,"EDCS-29900108","CIL 03, 13849 (p 2320, 2328,115) = CIMRM-02, 01888 = AHB p 273 = CILGM 00247 = AE 1998, 01027","Dalmatia","Pljevlja / Komini / Municipium Splonistarum",270,270,270,270,"ordo equester;  tituli sacri;  tria nomina;  viri","Invicto / Aug(usto) Aur(elius) / [A]rgyria/[n]us proc(urator) [Aug(usti?)] Orfito / [c]o(n)s(ule) l(ibens) l(aetus) m(erito) po(suit)","Invicto Aug Aur rgyriaus proc Orfito os l l m po","Invicto Augusto Aurelius Argyrianus procurator Augusti Orfito consule libens laetus merito posuit","rupes",NA,43.3565611,19.3584715,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00247.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD042305",NA,NA,"270 to 270"
"546",3094,3094,"EDCS-10000183","ILJug-01, 00071 = AHB p 270 = CILGM 00288","Dalmatia","Pljevlja / Komini / Municipium Splonistarum",138,161,138,161,"Augusti/Augustae;  tituli honorarii;  tituli sacri;  viri","[L(ucio) Ael]io Aure/[lio C]ommodo / [Imp(eratoris) T(iti)] Aeli Caes(aris) P(ii) / [Ant]onini Aug(usti) / [fil(io) divi] Hadri/[ani nep(oti)","io Aureommodo Aeli Caes P onini Aug Hadriani nep","Lucio Aelio Aurelio Commodo Imperatoris Titi Aeli Caesaris Pii Antonini Augusti filio divi Hadriani nepoti",NA,NA,43.3565611,19.3584715,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00288.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD032854",NA,NA,"138 to 161"
"547",3095,3095,"EDCS-10000185","ILJug-01, 00073 = SIRIS 00679 = RICIS-02, 00615/0701 = AHB p 260 = AHB p 368 = CILGM 00240 = AE 1948, 00242","Dalmatia","Pljevlja / Komini / Municipium Splonistarum",101,200,101,200,"ordo decurionum;  ordo equester;  tituli sacri;  tria nomina;  viri","Serapidi / et Isidi M(arcus) / Ulp(ius) Gellia/nus eq(ues) R(omanus) / cur(ator) Arben/si(um) Met(u)lensi(um) / Splonista(rum) / Malvesati(um)","Serapidi et Isidi M Ulp Gellianus eq R cur Arbensi Metlensi Splonista Malvesati","Serapidi et Isidi Marcus Ulpius Gellianus eques Romanus curator Arbensium Metulensium Splonistarum Malvesatium",NA,NA,43.3565611,19.3584715,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-01_00073.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD021891;lu_29962;1ae1948-93;1ae1948-94;bu_AE%26bibl_volume=1948%26bibl_subvolume=%26bibl_insc=242",NA,NA,"101 to 200"
"548",3098,3098,"EDCS-10000188","ILJug-01, 00075a = AHB p 260","Dalmatia","Pljevlja / Komini / Municipium Splonistarum",151,200,151,200,"ordo decurionum;  tituli sacri;  tria nomina;  viri","Herc(uli) Aug(usto) / sac(rum) Titus / Ael(ius) Lavia/nus IIvir / et Cassius / Firmus v(otum) / l(ibentes) m(erito) s(olverunt)","Herc Aug sac Titus Ael Lavianus II vir et Cassius Firmus v l m s","Herculi Augusto sacrum Titus Aelius Lavianus II vir et Cassius Firmus votum libentes merito solverunt",NA,NA,43.3565611,19.3584715,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD032866;lu_29933",NA,NA,"151 to 200"
"549",3099,3099,"EDCS-10000617","ILJug-02, 00602 = CBI 00451 = AHB p 269 = CILGM 00241 = AE 1971, 00303","Dalmatia","Pljevlja / Komini / Municipium Splonistarum",201,250,201,250,"milites;  tituli sacri;  tria nomina;  viri","Deae <S=X>an(c)t(a)e / Nemesi et Geni/o municipi(i) Fl(avius) / Saturninus / {b}b(ene)f(iciarius) co(n)s(ularis) leg(ionis) XI Cl(audiae) / lib{i}e(n)s posuit","Deae Xante Nemesi et Genio municipi Fl Saturninus bbf cos leg XI Cl libies posuit","Deae Sanctae Nemesi et Genio municipii Flavius Saturninus beneficiarius consularis legionis XI Claudiae libens posuit",NA,NA,43.3565611,19.3584715,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CBI_00451.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD011494;lu_29963;bu_ILJug%26bibl_volume=2%26bibl_subvolume=%26bibl_insc=602",NA,NA,"201 to 250"
"550",3117,3117,"EDCS-37900114","ILJug-03, 01703 = CILGM 00280","Dalmatia","Pljevlja / Komini / Municipium Splonistarum",NA,NA,NA,NA,"tituli sacri","?",NA,NA,NA,NA,43.3565611,19.3584715,NA,NA,NA,NA,NA,NA
"551",3151,3151,"EDCS-28400286","CIL 03, 03030 = Liburnia 00016","Dalmatia","Plomin / Flanona",1,300,1,300,"tituli sacri","Iano / Patri","Iano Patri","Iano Patri",NA,NA,45.1380212,14.1801746,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061842",NA,NA,"1 to 300"
"552",3152,3152,"EDCS-28400287","CIL 03, 03031 = Liburnia 00017 = AE 2016, +00428 = EpRom 2016_10_005","Dalmatia","Plomin / Flanona",1,150,1,150,"liberti/libertae;  tituli sacri;  tria nomina;  viri","M(arcus) / Vipsanus / M(arci) l(ibertus) / Faustus / Icae / v(otum) s(olvit) l(ibens) m(erito)","M Vipsanus M l Faustus Icae v s l m","Marcus Vipsanus Marci libertus Faustus Icae votum solvit libens merito","lapis",NA,45.1380212,14.1801746,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061843;er_22690",NA,NA,"1 to 150"
"553",3153,3153,"EDCS-28400288","CIL 03, 03032 = Liburnia 00019 = AE 2016, 00429 = EpRom 2016_10_004","Dalmatia","Plomin / Flanona",1,150,1,150,"mulieres;  tituli operum;  tituli sacri;  tria nomina","I<c=K>ae Aug(ustae) / in memoriam / Vibiae Proc(u)lae / matris / Aquillia Q(uinti) f(ilia) Oclatina / balineum d(onum) d(edit)","IKae Aug in memoriam Vibiae Proclae matris Aquillia Q f Oclatina balineum d d","Icae Augustae in memoriam Vibiae Proculae matris Aquillia Quinti filia Oclatina balineum donum dedit","lapis",NA,45.1380212,14.1801746,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061844;er_22687",NA,NA,"1 to 150"
"554",3154,3154,"EDCS-28400289","CIL 03, 03033 = InscrIt-10-03, 00197 = Liburnia 00028","Dalmatia","Plomin / Flanona",-25,25,-25,25,"nomen singulare;  tituli sacri;  tria nomina;  viri","Iri(a)e Veneri / C(aius) Vale(rius) Optati f(ilius) Felicula / v(otum) s(olvit) l(ibens) m(erito)","Irie Veneri C Vale Optati f Felicula v s l m","Iriae Veneri Caius Valerius Optati filius Felicula votum solvit libens merito",NA,NA,45.1380212,14.1801746,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$InscrIt_10_03_00197.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=N007814;HD061845;bu_InscrIt%26bibl_volume=10%26bibl_subvolume=3%26bibl_insc=197",NA,NA,"-25 to 25"
"555",3155,3155,"EDCS-28400290","CIL 03, 03034 = Liburnia 00022","Dalmatia","Plomin / Flanona",1,300,1,300,"tituli sacri","Silvano / Aug(usto) / l(ibens) v(otum) f(ecit)","Silvano Aug l v f","Silvano Augusto libens votum fecit",NA,NA,45.1380212,14.1801746,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061846",NA,NA,"1 to 300"
"556",3156,3156,"EDCS-28400291","CIL 03, 03035 (p 1643) = Liburnia 00024","Dalmatia","Plomin / Flanona",151,300,151,300,"nomen singulare;  officium/professio;  tituli sacri;  viri","[I(ovi)] O(ptimo) M(aximo) / [p]osuit Nobi/lis d(i)spe(n)sato(r)","O M osuit Nobilis dspesato","Iovi Optimo Maximo posuit Nobilis dispensator",NA,NA,45.1380212,14.1801746,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061830;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=3035",NA,NA,"151 to 300"
"557",3173,3173,"EDCS-10101916","ILJug-03, 02900 = Liburnia 00021","Dalmatia","Plomin / Flanona",-30,100,-30,100,"praenomen et nomen;  tituli sacri;  viri","Senton(a)e / Sex(tus) Aem(ilius) / v(otum) s(olvit) l(ibens) m(erito)","Sentone Sex Aem v s l m","Sentonae Sextus Aemilius votum solvit libens merito","lapis",NA,45.1380212,14.1801746,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035263;bu_ILJug%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=2900",NA,NA,"-30 to 100"
"558",3174,3174,"EDCS-10101917","ILJug-03, 02902 = Liburnia 00020","Dalmatia","Plomin / Flanona",51,150,51,150,"tituli sacri;  tria nomina;  viri","[Silvan]o Au[g(usto)] / [sa]cr(um) / [3] Aquilius / Rufus / d(onum) d(at)","o Au cr Aquilius Rufus d d","Silvano Augusto sacrum Aquilius Rufus donum dat","lapis",NA,45.1380212,14.1801746,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035265",NA,NA,"51 to 150"
"559",3175,3175,"EDCS-10101918","ILJug-03, 02903 = Liburnia 00023 = AE 1935, 00125","Dalmatia","Plomin / Flanona",51,150,51,150,"tituli sacri;  tria nomina;  viri","Vestae / Sex(tus) Aquilius / Lucifer / v(otum) s(olvit) l(ibens) m(erito)","Vestae Sex Aquilius Lucifer v s l m","Vestae Sextus Aquilius Lucifer votum solvit libens merito","lapis",NA,45.1380212,14.1801746,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1935_00125.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD023356;1ae1935-37",NA,NA,"51 to 150"
"560",3176,3176,"EDCS-10101919","ILJug-03, 02904","Dalmatia","Plomin / Flanona",1,300,1,300,"tituli sacri","] / aere / [c]onlato","aere onlato","aere conlato",NA,NA,45.1380212,14.1801746,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035266",NA,NA,"1 to 300"
"561",3196,3196,"EDCS-55701978","CILGM 00109 = AE 2009, 01002","Dalmatia","Podgorica / Doclea",151,300,151,300,"tituli sacri;  tria nomina;  viri","Neptuno / sacrum p/ericuloru/m Absolu/tori Petro/nius Aspe/r v(otum) s(olvit) / l(ibens) a(nimo)","Neptuno sacrum periculorum Absolutori Petronius Asper v s l a","Neptuno sacrum periculorum Absolutori Petronius Asper votum solvit libens animo","lapis",NA,42.4415238,19.2621081,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00109_1.jpg;$CILGM_00109_2.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD067832",NA,NA,"151 to 300"
"562",3197,3197,"EDCS-65500095","CILGM 00110","Dalmatia","Podgorica / Doclea",NA,NA,NA,NA,"tituli sacri","P(osuit?) / deabus / [i]doneus","P deabus doneus","Posuit deabus idoneus",NA,NA,42.4415238,19.2621081,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00110_1.jpg;$CILGM_00110_2.jpg",NA,NA,NA,NA
"563",3242,3242,"EDCS-57200148","BAHD-2009-59 = SCIVA-2009-317 = AE 2009, 01035","Dalmatia","Podgrade / Asseria",125,126,125,126,"Augusti/Augustae;  diplomata militaria;  milites;  ordo decurionum;  tituli sacri;  tria nomina;  viri","Imp(erator) Caesar divi Traiani [Parthici f(ilius) divi] / Nerv(ae) nepos Traianus [Hadrianus Aug(ustus)] / pont(ifex) maxim(us) trib(unicia) [pot(estate) X co(n)s(ul) III] / equitib(us) et pedit(ibus) qui mili[taverunt in alis II et coh(ortibus)] / V quae appell(antur) I Ast(urum) et I H[isp(anorum) et I Fl(avia) Com]/magen(orum) I Britt(onum) |(miliaria) et Ubio[r(um) et II Fl(avia) Numid(arum)] / et II Fl(avia) Bessor(um) item i[n vexill(atione) equit(um)] / Illyric{i}(orum) et sunt in Da[cia infer(iore) sub Cocce]/io Nasone quin(is) et vicen(is) [pluribusve stipend(iis)] / emer(itis) dimiss(is) honesta [missione quorum no]/min(a) subscript(a) sunt [ipsis liberis pos]/terisq(ue) eorum civitate[m dedit et conubium cum uxo]rib(us) qua[s tunc habuissent // Imp(erator) Caes(ar) divi Tra[iani Parthici f(ilius) divi Nerv(ae)] / nep(os) Traian(us) Had[rianus Aug(ustus) pont(ifex) maxim(us) trib(unicia)] / pot(estate) X [co(n)s(ul) III] / equ(itibus) et ped(itibus) qui mi[litaverunt in alis II et coh(ortibus) V quae appell(antur)] / I Ast(urum) et I Hisp(anorum) et I [Fl(avia) Commagen(orum) I Britt(onum) |(miliaria) et] / Ubior(um) et II Fl(avia) Nu[mid(arum) et II Fl(avia) Bessor(um) item] / in vexill(atione) equit(um) Illy[ric(orum) et sunt in Dacia infer(iore)] / sub Coc(c)eio Naso[ne","Imp Caesar divi Traiani Nerv nepos Traianus pont maxim trib equitib et pedit qui mili V quae appell I Ast et I Hmagen I Britt et Ubio et II Fl Bessor item i Illyrici et sunt in Daio Nasone quin et vicen emer dimiss honesta min subscript sunt terisq eorum civitaterib quas tunc habuissent Imp Caes divi Tra nep Traian Had pot X equ et ped qui mi I Ast et I Hisp et I Ubior et II Fl Nu in vexill equit Illy sub Coceio Nasone","Imperator Caesar divi Traiani Parthici filius divi Nervae nepos Traianus Hadrianus Augustus pontifex maximus tribunicia potestate X consul III equitibus et peditibus qui militaverunt in alis II et cohortibus V quae appellantur I Asturum et I Hispanorum et I Flavia Commagenorum I Brittonum miliaria et Ubiorum et II Flavia Numidarum et II Flavia Bessorum item in vexillatione equitum Illyricorum et sunt in Dacia inferiore sub Cocceio Nasone quinis et vicenis pluribusve stipendiis emeritis dimissis honesta missione quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent Imperator Caesar divi Traiani Parthici filius divi Nervae nepos Traianus Hadrianus Augustus pontifex maximus tribunicia potestate X consul III equitibus et peditibus qui militaverunt in alis II et cohortibus V quae appellantur I Asturum et I Hispanorum et I Flavia Commagenorum I Brittonum miliaria et Ubiorum et II Flavia Numidarum et II Flavia Bessorum item in vexillatione equitum Illyricorum et sunt in Dacia inferiore sub Cocceio Nasone","aes",NA,44.0203427,15.669073,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035644",NA,NA,"125 to 126"
"564",3243,3243,"EDCS-28300177","CIL 03, 02848 = Liburnia 00117","Dalmatia","Podgrade / Asseria",101,200,101,200,"tituli sacri;  tria nomina;  viri","T(itius?) Caper / Silva(no) / s(olvit) l(ibens) m(erito)","T Caper Silva s l m","Titius Caper Silvano solvit libens merito",NA,NA,44.0203427,15.669073,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058020",NA,NA,"101 to 200"
"565",3254,3254,"EDCS-30301439","CIL 03, 09932 = Liburnia 00108","Dalmatia","Podgrade / Asseria",1,150,1,150,"tituli sacri;  tria nomina;  viri","[I]ano P[atri(?)] / L(ucius) Publicius / Tertius / v(otum) s(olvit) l(ibens) m(erito)","ano P L Publicius Tertius v s l m","Iano Patri Lucius Publicius Tertius votum solvit libens merito",NA,NA,44.0203427,15.669073,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PEC0008806;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0048538;HD058026;lu_22977",NA,NA,"1 to 150"
"566",3255,3255,"EDCS-30301440","CIL 03, 09933 = Liburnia 00104","Dalmatia","Podgrade / Asseria",1,150,1,150,"mulieres;  tituli sacri;  tria nomina","I(ovi) O(ptimo) M(aximo) / Cassia Pa[uli]/[n]a(?) ex v[oto] / [po]su[it","I O M Cassia Paa ex v suit","Iovi Optimo Maximo Cassia Paulina ex voto posuit",NA,NA,44.0203427,15.669073,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058027",NA,NA,"1 to 150"
"567",3256,3256,"EDCS-30301441","CIL 03, 09934 (p 2272) = Liburnia 00110","Dalmatia","Podgrade / Asseria",1,150,1,150,"mulieres;  tituli sacri;  tria nomina","Libero Patri / sac(rum) / Iulia Firmi/lla v(otum) s(olvit) l(ibens) / m(erito)","Libero Patri sac Iulia Firmilla v s l m","Libero Patri sacrum Iulia Firmilla votum solvit libens merito",NA,NA,44.0203427,15.669073,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058028;lu_24150",NA,NA,"1 to 150"
"568",3257,3257,"EDCS-30301442","CIL 03, 09935 (p 2272) = CCCA-06, 00145 = Liburnia 00111 = AE 2015, +01085","Dalmatia","Podgrade / Asseria",1,150,1,150,"tituli sacri;  tria nomina;  viri","[M(atri)] M(agnae) / Q(uintus) Petronius / Philippus","M Q Petronius Philippus","Matri Magnae Quintus Petronius Philippus",NA,NA,44.0203427,15.669073,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058029;lu_24149",NA,NA,"1 to 150"
"569",3258,3258,"EDCS-30301443","CIL 03, 09936 (p 2272) = Liburnia 00112","Dalmatia","Podgrade / Asseria",1,300,1,300,"mulieres;  tituli sacri","] / Vadisa / v(otum) s(olvit) l(ibens) m(erito)","Vadisa v s l m","Vadisa votum solvit libens merito",NA,NA,44.0203427,15.669073,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PEC0008491;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0048331;HD058030;lu_23036",NA,NA,"1 to 300"
"570",3272,3272,"EDCS-31900020","CIL 03, 13993 = Liburnia 00157","Dalmatia","Podgrade / Asseria",1,100,1,100,"praenomen et nomen;  tituli sacri;  viri","T(itus) Iulius / Dianae / v(otum) s(olvit) l(ibens) m(erito)","T Iulius Dianae v s l m","Titus Iulius Dianae votum solvit libens merito",NA,NA,44.0203427,15.669073,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0064612;HD058062;lu_22939",NA,NA,"1 to 100"
"571",3273,3273,"EDCS-31900021","CIL 03, 13994 = Liburnia 00119","Dalmatia","Podgrade / Asseria",1,150,1,150,"mulieres;  tituli sacri;  tria nomina","Minuci(a) / Secunda / v(otum) s(olvit) l(ibens) m(erito)","Minuci Secunda v s l m","Minucia Secunda votum solvit libens merito",NA,NA,44.0203427,15.669073,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0064613;HD058063;lu_22969",NA,NA,"1 to 150"
"572",3274,3274,"EDCS-31900022","CIL 03, 13996","Dalmatia","Podgrade / Asseria",1,200,1,200,"mulieres;  tituli sacri","Vict]orina [3] / [3] d(onum?) l(ibens?) p(osuit?) [","Victorina d l p","Victorina donum libens posuit",NA,NA,44.0203427,15.669073,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD057595",NA,NA,"1 to 200"
"573",3289,3289,"EDCS-10000867","ILJug-02, 00856 = Liburnia 00106","Dalmatia","Podgrade / Asseria",1,150,1,150,"liberti/libertae;  mulieres;  nomen singulare;  tituli sacri;  viri","Volltisa / Iovi v(otum) s(olvit) l(ibens) m(erito) / Caminis l(iberta)","Volltisa Iovi v s l m Caminis l","Volltisa Iovi votum solvit libens merito Caminis liberta","lapis",NA,44.0203427,15.669073,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034402;lu_22968",NA,NA,"1 to 150"
"574",3292,3292,"EDCS-10000870","ILJug-02, 00859 = Liburnia 00105","Dalmatia","Podgrade / Asseria",1,150,1,150,"tituli sacri;  tria nomina;  viri","] / T(itus) Domiti/us Severu[s] / [v(otum) s(olvit) l(ibens) m(erito)]","T Domitius Severu","Titus Domitius Severus votum solvit libens merito","lapis",NA,44.0203427,15.669073,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034405",NA,NA,"1 to 150"
"575",3299,3299,"EDCS-10000877","ILJug-02, 00866 = Liburnia 00082","Dalmatia","Podgrade / Asseria",1,300,1,300,"tituli sacri","N<y=I>m<ph=F>i/s A(ugustis) s(acrum)","NImFis A s","Nymphis Augustis sacrum","lapis",NA,44.0203427,15.669073,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034502;lu_22942;bu_ILJug%26bibl_volume=2%26bibl_subvolume=%26bibl_insc=866",NA,NA,"1 to 300"
"576",3300,3300,"EDCS-10000879","ILJug-02, 00868 = Liburnia 00107","Dalmatia","Podgrade / Asseria",1,150,1,150,"mulieres;  nomen singulare;  tituli sacri;  tria nomina","Rubria / Ceuni f(ilia) Pola / Saluti / v(otum) s(olvit) [l(ibens) m(erito)]","Rubria Ceuni f Pola Saluti v s","Rubria Ceuni filia Pola Saluti votum solvit libens merito","lapis",NA,44.0203427,15.669073,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034504",NA,NA,"1 to 150"
"577",3302,3302,"EDCS-10101853","ILJug-03, 02829 = Liburnia 00115 = AE 2005, 01191","Dalmatia","Podgrade / Asseria",1,300,1,300,"tituli sacri;  viri","Pro]cul(us) vo[tum solvit","Procul votum solvit","Proculus votum solvit","lapis",NA,44.0203427,15.669073,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035414",NA,NA,"1 to 300"
"578",3304,3304,"EDCS-10101856","ILJug-03, 02833 = AE 1908, 00192","Dalmatia","Podgrade / Asseria",54,69,54,69,"Augusti/Augustae;  ordo decurionum;  sacerdotes pagani;  tituli operum;  tituli sacri;  viri","L(ucius) Caninius T(iti) f(ilius) Cla(udia) Fronto IIvir flamen divi Claudii IIvir quinq(uennalis)","L Caninius T f Cla Fronto II vir flamen divi Claudii II vir quinq","Lucius Caninius Titi filius Claudia Fronto II vir flamen divi Claudii II vir quinquennalis",NA,NA,44.0203427,15.669073,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_ILJug-03_02833.jpg;$M_AE_1908_00192_1.jpg;$M_AE_1908_00192_2.jpg;$M_AE_1908_00192_3.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD020756;lu_20007;1ae1908-47",NA,NA,"54 to 69"
"579",3318,3318,"EDCS-51800037","AHB p 512 = GlasSarajevo-1982-31,3","Dalmatia","Podgradina / Municipium Salvium",201,300,201,300,"nomen singulare;  tituli sacri;  tria nomina;  viri","Hercul{ent}i / Aureliu(s) Das/sto(!) Triti pos(uit) / [","Herculenti Aureliu Dassto Triti pos","Herculi Aurelius Dassto Triti posuit",NA,NA,44.0228138,16.8861421,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AHB_p512.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD056202",NA,NA,"201 to 300"
"580",3320,3320,"EDCS-10100635","ILJug-03, 01656 = AHB p 510","Dalmatia","Podgradina / Municipium Salvium",1,300,1,300,"tituli sacri;  tria nomina;  viri","S(ilvano) S(ilvestri) s(acrum) Casius / Aurelius / [3]aemi cosi / [3]re poti / [","S S s Casius Aurelius aemi cosi re poti","Silvano Silvestri sacrum Casius Aurelius aemi cosi re poti","lapis",NA,44.0228138,16.8861421,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01656.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033954;lu_30341;bu_ILJug%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=1656",NA,NA,"1 to 300"
"581",3322,3322,"EDCS-10100637","ILJug-03, 01658 = AHB p 511","Dalmatia","Podgradina / Municipium Salvium",1,300,1,300,"tituli sacri;  viri","] et [3] / [3]uba[3]lu[3] / [3] Sex(tus?) [","et uba lu Sex","et uba lu Sextus",NA,NA,44.0228138,16.8861421,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01658.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033956",NA,NA,"1 to 300"
