"","X","hd_nr","provinz","land","land_sort_de","land_sort_en","fo_antik","fo_modern","verw_bezirk","fundstelle","pl_ancient_loc1","koordinaten1","pl_ancient_loc2","koordinaten2","geo_id1","geo_id2","fundjahr","aufbewahrung","erhaltung","i_gattung","i_gattung_sort_de","i_gattung_sort_en","denkmaltyp","felder","material","hoehe","breite","tiefe","if_h","if_b","bh","ligatur","metrik","nl_text","dat_tag","dat_monat","dat_jahr_a","dat_jahr_e","datierung","soziales","religion","verbaende","geographie","dekor","gemeinden","militaer","bearbeiter","datum","beleg","tm_nr","gdb_id","atext","btext","literatur","beziehung","kommentar","pal_schreibtechnik","pal_interpunktion","people_uris","godot_uris","foto_nr","foto_extern","name","praenomen","nomen","cognomen","supernomen","tribus","origo","geschlecht","status","beruf","l_jahre","l_monate","l_tage","l_stunden"
"562",2927,"HD054157","Dal","hr",25,10,"Salonae, bei","Klis","Splitsko-dalmatinska županija","Klis Kosa, {Gradina, Steinbruch}",197488,"43.556126800,16.539405584",NA,NA,3197643,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,171,300,NA,NA,NA,NA,NA,"J",NA,NA,"Gräf","2019-11-20",30,184658,31659,"Aurelia Renata / pos(u)it magisterio s(uo)","AVRELIA RENATA / POSIT MAGISTERIO S","CIL 03, 01969. #",NA,"Oberhalb der Inschrift Darstellung von Iuppiter und Hercules.",NA,NA,NA,NA,NA,NA,"Aurelia Renata",NA,"Aurelia","Renata",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"563",2928,"HD054158","Dal","hr",25,10,"Salonae, bei","Split","Splitsko-dalmatinska županija","Grad, Diokletianpalast, {ehemaliger Bischofspalast}",197488,"43.508177614,16.440884470",NA,NA,3190261,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,NA,NA,NA,"J",NA,NA,"Gräf","2020-01-15",30,184659,32677,"M(arcus) Coelius / Senilis et / Publicia Ing/enua posue/runt","M COELIVS / SENILIS ET / PVBLICIA ING / ENVA POSVE / RVNT","CIL 03, 01970. # CIL 03, 03018. # CIL 03, 03018 add. p. 1037. #",NA,"Oberhalb der Inschrift Darstellung des Pan.",NA,NA,NA,NA,NA,NA,"M. Coelius Senilis|Publicia Ingenua","M.","Coelius|Publicia","Senilis|Ingenua",NA,NA,NA,"M|W",NA,NA,NA,NA,NA,NA
"564",2929,"HD054159","Dal","hr",25,10,"Salonae, bei","Split","Splitsko-dalmatinska županija","Grad, Diokletianpalast, Mausoleum (S. Dujam, Kathedrale), {Glockenturm}, sekundär verwendet",197488,"43.508117957,16.440321207",NA,NA,3190261,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Relief",NA,"Kalkstein",75,-134,31,NA,NA,NA,NA,NA,"L",NA,NA,131,170,NA,NA,NA,NA,NA,NA,NA,NA,"Gräf","2020-10-02",32,184660,6344,"Mesc(enia) / Tert(ia) / felici/ter","MESC / TERT / FELICI / TER","CIL 03, 01972. # CIL 03, 01972 add. p. 2328, 125. #",NA,"Relief mit Götterdarstellung: in der Mitte Iuppiter und opfernde Iuno an einem Altar; dahinter Mercur. Links von Iuppiter Hercules und Minerva rechts der Iuno Mars und Tyche. Die Inschrift befindet sich auf dem Altar. Material und Maße nach lupa 24990.",NA,NA,NA,NA,NA,"http://www.lupa.at/24990","Mesc. Tert.",NA,"Mescenia*","Tertia*",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"565",2930,"HD054160","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1846,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,NA,NA,NA,NA,NA,NA,"Gräf","2009-01-29",30,184661,7185,"Species / v(otum) s(olvit) l(ibens) m(erito)","SPECIES / V S L M","CIL 03, 01973. #",NA,NA,NA,NA,NA,NA,NA,NA,"Species",NA,NA,"Species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",2931,"HD054161","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,-1757,"Avignon, Mus. Calvet",NA,"titsac",22,22,"Relief",NA,NA,35,47.5,21.5,NA,NA,"2.7-2",NA,NA,"L",NA,NA,201,300,NA,NA,NA,NA,NA,"J",NA,NA,"Gräf","2010-03-25",32,184662,7185,"Pro salute d(omini) n(ostri) // C(aius) A(---) I(---) / pos(uit)","PRO SALVTE D N / / C A I / POS","CIL 03, 01974. # CIL 03, 08569. # CIL 12, 00133*, 3. # J. Gascou - J. Guyon, La collection d'inscriptions gallo-grecques et latines du Musée Calvet (Paris 2005) 268-269, Nr. 225; Foto. #",NA,"Relief mit der Darstellung dreier Nymphen und des Pan. Z. 1 befindet sich auf dem oberen Rahmen, Z. 2-3 im Bildfeld (zwischen der rechten Nymphe und Pan).",NA,NA,NA,NA,NA,NA,"C. A. I.","C.","A(---)","I(---)",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"567",2932,"HD054162","Dal","hr",25,10,"Narona","Metković","Dubrovačko-neretvanska županija","{Vid}",197400,"43.081301545,17.624645233",NA,NA,3187815,NA,-1841,"Avignon, Mus. Calvet",NA,"titsac",22,22,"Relief",NA,NA,44,64,22,NA,NA,"3-2",NA,NA,"L",NA,NA,201,300,NA,NA,"a",NA,NA,"J",NA,NA,"Gräf","2009-01-29",32,184663,6866,"[N]infis(!) Aug(ustis) s(acrum) I(---) M(---) P(---) / [l]i[b]rarius(?)","[ ]INFIS AVG S I M P / [ ]I[ ]RARIVS","CIL 03, 01795. # CIL 03, 08419. # CIL 12, 00133*, 3. # J. Gascou - J. Guyon, La collection d'inscriptions gallo-grecques et latines du Musée Calvet (Paris 2005) 267-268, Nr. 224; Foto. #",NA,"Relief mit Pan und drei Nymphen; die Inschrift befindet sich auf dem unteren Rahmen.",NA,NA,NA,NA,NA,NA,"I. M. P.",NA,"I(---) M(---)?","M(---)? P(---)?",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"568",2933,"HD054163","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,"Statuenbasis?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,NA,NA,NA,NA,NA,NA,"Gräf","2009-01-29",30,184664,7185,"$] / basem M[---] es(!) voto / [&","] / BASEM M[ ] ES VOTO / [","CIL 03, 01975. #",NA,NA,NA,NA,NA,NA,NA,NA,"[---]","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",2974,"HD054432","Dal","me",35,37,"Doclea","Podgorica",NA,"Duklja, {frühchristliche Basilika}, Tür, bei",481808,"42.468733514,19.269025325",NA,NA,3193044,NA,NA,NA,NA,"titsac?",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,NA,NA,NA,NA,NA,NA,"Feraudi","2009-02-13",31,184705,7101,"$ de]dicavit IV[---] / [---]CR[&","]DICAVIT IV[ ] / [ ]CR[","CIL 03, 13830; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",2975,"HD054433","Dal","me",35,37,"Doclea","Podgorica",NA,"Duklja, {Thermen}, südlich",481808,"42.467761205,19.265615344",NA,NA,3193044,NA,NA,NA,NA,"titsac?",22,22,"Architekturteil",NA,"Gesteine",63,-66,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,"J",NA,NA,NA,NA,NA,NA,"Feraudi","2019-03-12",31,184706,31795,"$]R pecunia s[ua &","]R PECVNIA S[","CIL 03, 13831; Zeichnung. # P. Sticotti, Die römische Stadt Doclea in Montenegro (Wien 1913) 174, Nr. 39; Fig. 127 (Zeichnung). #",NA,"Architravblock.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",2993,"HD054540","Dal","me",35,37,"Doclea","Podgorica",NA,"Duklja, {Zentralkirche}, bei",481808,"42.468488177,19.268710613",NA,NA,3193044,NA,NA,NA,NA,"titsac",22,22,NA,NA,"Gesteine",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,301,600,NA,NA,"c",NA,NA,NA,NA,NA,"Feraudi","2019-03-12",30,184724,31765,"Ausonia diac(onissa) (p)ro voto suo et filiora(!) suora(!) f(e)c(it)","AVSONIA DIAC RO VOTO SVO ET FILIORA SVORA FC","CIL 03, 13845. # ILCV 1239. #",NA,NA,NA,NA,NA,NA,NA,NA,"Ausonia",NA,NA,"Ausonia",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"572",3005,"HD054628","Dal","me",35,37,"Municipium S[---], bei","Pljevlja",NA,NA,207404,"43.358719,19.363159",NA,NA,3193161,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,"Kalkstein",80,-41,-20,NA,NA,NA,NA,NA,"L",NA,NA,194,NA,NA,NA,"a",NA,NA,NA,NA,"J","Feraudi","2010-10-05",31,184736,7027,"I(ovi) O(ptimo) M(aximo) s(acrum) / P(ublius) Ael(ius) Fusci/nus mil(es) leg(ionis) / I ad(iutricis) b(ene)f(iciarius) co(n)s(ularis) / Imp(eratore) L(ucio) Sept(imio) Severo / Pert(inace) Aug(usto) et Albi(no) Caes(are) / co(n)s(ulibus) v(otum) l(ibens) m(erito) p(osuit)","I O M S / P AEL FVSCI / NVS MIL LEG / I AD BF COS / IMP L SEPT SEVERO / PERT AVG ET ALBI CAES / COS V L M P","CIL 03, 13847. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 364-365, Nr. 460. # I. Bojanovski, GodAkSarajevo 25, 1987, 165, Nr. 6. # C. Patsch, WMBH 4, 1896, 282-283, Nr. 23; Fig. 59 (Zeichnung). #",NA,NA,NA,NA,"https://www.wikidata.org/wiki/Q1442 https://www.wikidata.org/wiki/Q1442 https://www.wikidata.org/wiki/Q237960","https://godot.date/id/UFZPPMGmp9Uj9ASv5EPeKJ",NA,NA,"P. Ael. Fuscinus|L. Sept. Severo Pert.|Albi.","P.|L.","Aelius|Septimius*","Fuscinus|Severus Pertinax*|Albinus*",NA,NA,NA,"M|M|M","9",NA,NA,NA,NA,NA
"573",3047,"HD054800","Dal","me",35,37,"Doclea","Podgorica",NA,"{Duklja}",481808,"42.467212864,19.265850603",NA,NA,3193044,NA,-1902,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,55,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2011-10-10",31,184779,22925,"Veneri / Aug(ustae) / sacrum / Fl(avia) Bassilla","VENERI / AVG / SACRVM / FL BASSILLA","CIL 03, 08284. # P. Sticotti, Die römische Stadt Doclea in Montenegro (Wien 1913) 158, Nr. 7; Fig. 103 (Zeichnung). #",NA,NA,NA,NA,NA,NA,NA,NA,"Fl. Bassilla",NA,"Flavia*","Bassilla",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"574",3073,"HD055038","Dal","hr",25,10,"Municipium Magnum","Ružić","Šibensko-kninska županija","Umljanović, bei, Bali(ji)na Glavica, Hügel, westlich, {Beneficiarierstation}",197534,"43.804015042,16.297059058",NA,NA,3188492,NA,1898,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2016-06-02",0,184805,26857,"I(ovi) O(ptimo) [M(aximo)] / Sept(mius) I[---] / [--- b(ene)f(iciarius)] co(n)s(ularis) [pro? se? et?] / [su?]is [---] / [v(otum)? s(olvit)? l(ibens)?] m(erito?)","I O [ ] / SEPT I[ ] / [ ] COS [ ] / [ ]IS [ ] / [ ] M","AE 2010, 1217. # CIL 03, 14956. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 347, Nr. 432. # I. Glavaš, RadAkZadar 52, 2010, 49. (B) - AE 2010. #",NA,"Lesungs- und Ergänzungsvorschlag nach Schallmayer u. a. (B): Glavaš. Z. 5 nicht angegeben.",NA,NA,NA,NA,NA,NA,"Sept. I[---]",NA,"Septimius*","I[---]",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"575",3074,"HD055039","Dal","hr",25,10,"Municipium Magnum","Ružić","Šibensko-kninska županija","Umljanović, bei, Bali(ji)na Glavica, Hügel, westlich, {Beneficiarierstation}",197534,"43.804015042,16.297059058",NA,NA,3188492,NA,1898,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,201,300,NA,NA,"a",NA,NA,NA,NA,"J","Gräf","2016-01-07",0,184806,26857,"[I(ovi) O(ptimo)] M(aximo) / [et Ge]nio / [mun]icipi(i) / [--- Val?]er(ius?) Sev/[erus?] b(ene)f(iciarius) co(n)s(ularis) / [leg(ionis) XIIII g(eminae)] M(artiae) v(ictricis) v(otum) s(olvit)","[ ] M / [ ]NIO / [ ]ICIPI / [ ]ER SEV / [ ] BF COS / [ ] M V V S","AE 2010, 1217. # AE 2012, 1106. # CIL 03, 14957. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 347, Nr. 433. # I. Glavaš, RadAkZadar 52, 2010, 49. - AE 2010. # I. Glavaš, OpusArchZagreb 36, 2012, 95. - AE 2012. #",NA,"Lesung und Ergänzung nach Schallmayer u.a.",NA,NA,NA,NA,NA,NA,"[--- Val?]er. Sev[erus]","0","Valerius+*?","Severus+?",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"576",3075,"HD055040","Dal","hr",25,10,"Municipium Magnum","Ružić","Šibensko-kninska županija","Umljanović, bei, Bali(ji)na Glavica, Hügel, westlich, {Beneficiarierstation}",197534,"43.804015042,16.297059058",NA,NA,3188492,NA,1898,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,211,217,NA,NA,"a",NA,NA,NA,NA,"J","Gräf","2015-10-20",0,184807,26857,"Epo[nae sac(rum)](?) / P(ublius) Ae[l(ius) ---] / b(ene)f(iciarius) co(n)s(ularis) [leg(ionis) XI] / Cl(audiae) p(iae) f(idelis) [Anto]/nini[anae ---] / [&","EPO[ ] / P AE[ ] / BF COS [ ] / CL P F [ ] / NINI[ ] / [","AE 2010, 1217. # CIL 03, 14959. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 348, Nr. 434. # I. Glavaš, RadAkZadar 52, 2010, 50. - AE 2010. #",NA,"Lesungs- und Ergänzungsvorschlag nach Schallmayer u. a.",NA,NA,NA,NA,NA,NA,"P. Ae[l. ---]","P.","Aelius+*","0",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"577",3076,"HD055041","Dal","hr",25,10,"Municipium Magnum","Ružić","Šibensko-kninska županija","Umljanović, bei, Bali(ji)na Glavica, Hügel, westlich, {Beneficiarierstation}",197534,"43.804015042,16.297059058",NA,NA,3188492,NA,1898,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,NA,NA,NA,NA,NA,NA,"Gräf","2015-10-20",0,184808,26857,"$] / [---]I(?)AG[---] / [--- b(ene)f(iciarius)] co(n)s(ularis) / [v(otum) s(olvit) l(ibens)] m(erito)","] / [ ]IAG[ ] / [ ] COS / [ ] M","AE 2010, 1217. # CIL 03, 14960. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 348, Nr. 435. # I. Glavaš, RadAkZadar 52, 2010, 50. - AE 2010. #",NA,NA,NA,NA,NA,NA,NA,NA,"[---]","0","0","0",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"578",3077,"HD055042","Dal","hr",25,10,"Municipium Magnum","Ružić","Šibensko-kninska županija","Umljanović, bei, Bali(ji)na Glavica, Hügel, westlich, {Beneficiarierstation}",197534,"43.804015042,16.297059058",NA,NA,3188492,NA,1898,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,NA,NA,NA,NA,NA,NA,"Gräf","2015-10-20",0,184809,26857,"$] / b(ene)f(iciarius) [co(n)s(ularis) pro? se? et?] / [s?]u[is? ---] / v(otum) [s(olvit) l(ibens) m(erito)]","] / BF [ ] / [ ]V[ ] / V [ ]","AE 2010, 1217. # CIL 03, 14961. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 348-349, Nr. 436. # I. Glavaš, RadAkZadar 52, 2010, 50. - AE 2010. #",NA,"Lesungs- und Ergänzungsvorschlag nach Schallmayer u. a.",NA,NA,NA,NA,NA,NA,"[---]","0","0","0",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"579",3078,"HD055043","Dal","hr",25,10,"Municipium Magnum","Ružić","Šibensko-kninska županija","Umljanović, bei, Bali(ji)na Glavica, Hügel, westlich, {Beneficiarierstation}",197534,"43.804015042,16.297059058",NA,NA,3188492,NA,1898,NA,NA,"titsac?",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,NA,NA,NA,NA,NA,"J","Gräf","2015-10-20",0,184810,26857,"$] / [--- mil(es)] / [leg(ionis) X]IIII [g(eminae) M(artiae) v(ictricis)] / [b(ene)f(iciarius)] co(n)s(ularis) [---] / [&","] / [ ] / [ ]IIII [ ] / [ ] COS [ ] / [","AE 2010, 1217. # CIL 03, 14962. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 349, Nr. 437. # I. Glavaš, RadAkZadar 52, 2010, 50. - AE 2010. #",NA,"Lesungs- und Ergänzungsvorschlag nach Schallmayer u. a.",NA,NA,NA,NA,NA,NA,"[---]","0","0","0",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"580",3079,"HD055044","Dal","hr",25,10,"Municipium Magnum","Ružić","Šibensko-kninska županija","Umljanović, bei, Bali(ji)na Glavica, Hügel, westlich, {Beneficiarierstation}",197534,"43.804015042,16.297059058",NA,NA,3188492,NA,1880,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,200,NA,NA,"a",NA,NA,NA,NA,"J","Gräf","2015-10-20",0,184811,26857,"I(ovi) O(ptimo) M(aximo) / C(aius) Aemili/us Inge/nuus miles / leg(ionis) XI Cl(audiae) / b(ene)f(iciarius) co(n)s(ularis)","I O M / C AEMILI / VS INGE / NVVS MILES / LEG XI CL / BF COS","AE 2010, 1217. # CIL 03, 09790. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 349, Nr. 438. # I. Glavaš, RadAkZadar 52, 2010, 49. - AE 2010. #",NA,"Lesungs- und Ergänzungsvorschlag nach Schallmayer u. a.",NA,NA,NA,NA,NA,NA,"C. Aemilius Ingenuus","C.","Aemilius","Ingenuus",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"581",3080,"HD055051","Dal","hr",25,10,"Novae, bei","Zmijavci","Splitsko-dalmatinska županija","{Dikovača, Hügel}, bei, Crkvina, frühchristliche Basilika",197413,"43.412342841,17.210941314",NA,NA,3281556,NA,1897,NA,NA,"titsac",22,22,"Tafel?",NA,NA,-18,-23.5,9,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,NA,NA,NA,NA,NA,"J","Gräf","2019-01-25",31,184812,6149,"$] / [---] mil(es) l[e]g(ionis) [---] / [------] / [---] b(ene)f(iciarius) co(n)s(ularis) / [---] v(otum) l(ibens) m(erito) s(olvit) / [d(ominis)? n(ostris)? Deci?]is Mes[siis?] / [co(n)s(ulibus) ---]","] / [ ] MIL L[ ]G [ ] / [ ] / [ ] BF COS / [ ] V L M S / [ ]IS MES[ ] / [ ]","CIL 03, 14636. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 350-351, Nr. 440; Zeichnung. #",NA,"Lesungs- und Ergänzungsvorschlag nach Schallmayer u. a. Zeilenlinien für die Beschriftung. Datierung: 251 n. Chr., wenn die Ergänzung in Z. 5/6 stimmt.",NA,"b",NA,"https://godot.date/id/UVg6dosUKsA3b2xRMhd2RG",NA,NA,"[---]|[Deci?]is Mes[siis?]|[Deci?]is Mes[siis?]","0","00|Decius+? Messius+?|Decius+? Messius+?","0",NA,NA,NA,"M|M|M","9",NA,NA,NA,NA,NA
"582",3081,"HD055056","Dal","hr",25,10,"Novae, bei","Zmijavci","Splitsko-dalmatinska županija","{Dikovača, Hügel}, bei, Crkvina, frühchristliche Basilika",197413,"43.412342841,17.210941314",NA,NA,3281556,NA,1897,NA,NA,"titsac?",22,22,"Tafel?",NA,NA,-20,-21.5,7,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,NA,NA,NA,NA,NA,"J","Gräf","2019-01-25",31,184813,6149,"$] / [--]us b(ene)f(iciarius) c[o(n)s(ularis)] / [le]g(ionis) X ge[m(inae)] / [&","] / [ ]VS BF C[ ] / [ ]G X GE[ ] / [","CIL 03, 14637. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 351, Nr. 441; Zeichnung. # M. Abramić, Starinar 1, 1922, 62. #",NA,NA,NA,NA,NA,NA,NA,NA,"[---]us","0","0","[---]us",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"583",3082,"HD055080","Dal","hr",25,10,"Metulum, bei","Josipdol","Karlovačka županija","Munjava, {Kirche}, bei",197380,"45.169436665,15.293097496",NA,NA,3194659,NA,1882,"Zagreb, Arh. Muz.",NA,"titsac",22,22,"instrdom",NA,NA,69,63,41,NA,NA,NA,NA,NA,"L",NA,NA,171,230,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2020-12-22",32,184814,6515,"I(ovi) O(ptimo) M(aximo) // Soli Invicto conser(vatori) / Aug(usti) n(ostri)","I O M / / SOLI INVICTO CONSER / AVG N","CIL 03, 03020. (B) # CIL 03, 10057a. # CIMRM 1467. (B) # J. Brunšmid, VHAD 9, 1906/07, 93-94, Nr. 205; Foto. #",NA,"Sonnenuhr. Z. 1 befindet sich in den Ecken oberhalb der kreisrunden Eintiefung mit dem """"Zifferblatt""""; Z. 2 u. 3 unterhalb davon. (B): CIL III 3020: vermutlich irrtümlich diese Inschrift mit einer anderen (CIL III 10057b) vermischt und daher eine andere Lesung; CIMRM: Z. 2: c[omi]t(i); Z. 2/3: Zeilenfall nicht angegeben.",NA,NA,NA,NA,"F003361|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/d066b291-9272-4e30-a0fc-3facf9243684/file/id/764201/file_version/name/small","http://lupa.at/8838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",3086,"HD055173","Dal","hr",25,10,"Novae","Runovići","Splitsko-dalmatinska županija",NA,197413,"43.388624531,17.235946658",NA,NA,3191411,NA,1890,"Sinj, Franziskanerkloster",NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",7,6,195,NA,NA,NA,NA,NA,"J",NA,NA,"J","Gräf","2010-09-21",30,184818,6678,"$] / [---]O[---] / I(?)CA b(ene)f(iciarius) c[o(n)s(ularis)] / [p]ro(vinciae) P(annoniae) super(ioris) [po]/s(u)it VII Idus [Iu]/nias Scapu[la] / Prisco et [Ti]/ne(i)o Clemen/te co(n)s(ulibus)","] / [ ]O[ ] / ICA BF C[ ] / [ ]RO P SVPER [ ] / SIT VII IDVS [ ] / NIAS SCAPV[ ] / PRISCO ET [ ] / NEO CLEMEN / TE COS","CIL 03, 12802. # CIL 03, 12802 add. p. 2328, 122. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 366, Nr. 463. # PIR T 165. # PIR (2. Aufl.) I 557. #",NA,NA,NA,NA,"http://data.snapdrgn.net/person/6633 http://data.snapdrgn.net/person/10602","https://godot.date/id/SAT3Jy4odGMXXKMpCrMCgE",NA,NA,"[---]|Scapu[la] Prisco|[Ti]neo Clemente","0","00|Tineius+*","00|Scapula+ Priscus|Clemens",NA,NA,NA,"M|M|M","9|1|1",NA,NA,NA,NA,NA
"585",3087,"HD055178","Dal","hr",25,10,"Novae","Runovići","Splitsko-dalmatinska županija",NA,197413,"43.388624531,17.235946658",NA,NA,3191411,NA,1897,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,"a",NA,NA,NA,NA,"J","Gräf","2015-07-30",30,184819,6678,"[I(ovi)] O(ptimo) [M(aximo)] / [---]L[---] / [---]NIENA / [---] b(ene)f(iciarius) co(n)s(ularis) / [leg(ionis)] XI Cl(audiae) p(iae) f(idelis)","[ ] O [ ] / [ ]L[ ] / [ ]NIENA / [ ] BF COS / [ ] XI CL P F","CIL 03, 14638. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 369-370, Nr. 469. #",NA,NA,NA,NA,NA,NA,NA,NA,"[---]","0","0","0",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"586",3096,"HD055277","Dal","hr",25,10,"Avendo","Otočac","Ličko-senjska županija","{Kompolje}, bei, Crkvina",197152,"44.919990238,15.144676732",NA,NA,3197819,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,-25.5,-21.5,-19.5,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,"J","Gräf","2011-03-04",32,184828,6393,"I(ovi) O(ptimo) M(aximo) / Iul(ius) Sexti/lius b(eneficiarius) co(n)s(ularis) / <e=L>x#<e>x#LX leg(ione) XIIII / gem(ina) / [v(otum) s(olvit) l(ibens) m(erito)]","I O M / IVL SEXTI / LIVS B COS / LX LEG XIIII / GEM / [ ]","CIL 03, 10050. # CIL 03, 10050 add. p. 2328, 175. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 387, Nr. 493; Foto. # M. Abramić, Starinar 1, 1922, 61. #",NA,"Z. 6 in CIL III 10050 (und bei Abramić) nicht als Ergänzung gekennzeichnet und daher bei der Auffindung möglicherweise noch erhalten.",NA,NA,NA,NA,NA,NA,"Iul. Sextilius",NA,"Iulius*","Sextilius",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
